study_a,study_b,var_name_a,var_name_b,similarity_score
gissi-hf,time-chf,f99_spirono,dosespirov6,0.625
gissi-hf,time-chf,f99_spirono,dosespirov12,0.625
gissi-hf,time-chf,f3_asa,aspirin_v12,0.875
gissi-hf,time-chf,f3_asa,aspirin_v3,0.875
gissi-hf,time-chf,f3_asa,aspirin_v6,0.875
gissi-hf,time-chf,f3_asa,aspirin_bl,0.875
gissi-hf,time-chf,f3_asa,aspirin_v18,0.875
gissi-hf,time-chf,f3_asa,aspirin_v1,1.0
gissi-hf,time-chf,f5_antidepr,antidepress,0.875
gissi-hf,time-chf,f8_daltace,ace_at_v3,0.625
gissi-hf,time-chf,f8_daltace,doseacev12,0.5555555555555556
gissi-hf,time-chf,f8_daltace,ace_at_v12,0.625
gissi-hf,time-chf,f8_daltace,ace_at_v6,0.625
gissi-hf,time-chf,f8_daltace,blace,0.625
gissi-hf,time-chf,f8_daltace,v3ace,0.625
gissi-hf,time-chf,f8_daltace,aceadjbl,0.625
gissi-hf,time-chf,f8_daltace,doseacev3,0.5555555555555556
gissi-hf,time-chf,f8_daltace,aceadj12,0.625
gissi-hf,time-chf,f8_daltace,ace_at_bl,0.625
gissi-hf,time-chf,f8_daltace,doseacebl,0.5555555555555556
gissi-hf,time-chf,f8_daltace,v1ace,0.625
gissi-hf,time-chf,f8_daltace,ace_at_v1,0.625
gissi-hf,time-chf,f8_daltace,v12ace,0.625
gissi-hf,time-chf,f8_daltace,aceadj6,0.625
gissi-hf,time-chf,f8_daltace,aceadj3,0.625
gissi-hf,time-chf,f8_daltace,doseacev6,0.5555555555555556
gissi-hf,time-chf,f8_daltace,v6ace,0.625
gissi-hf,time-chf,f8_daltace,aceadj1,0.625
gissi-hf,time-chf,f8_daltace,doseacev18,0.5555555555555556
gissi-hf,time-chf,f8_daltace,doseacev1,0.5555555555555556
gissi-hf,time-chf,f8_daltace,v18ace,0.625
gissi-hf,time-chf,f8_daltace,ace_at_v18,0.625
gissi-hf,time-chf,f12_sartani,doseatiiv3,0.625
gissi-hf,time-chf,f12_sartani,atiiadj6,0.625
gissi-hf,time-chf,f12_sartani,v3atii,0.625
gissi-hf,time-chf,f12_sartani,doseatiiv12,0.625
gissi-hf,time-chf,f12_sartani,atiiadj1,0.625
gissi-hf,time-chf,f12_sartani,blatii,0.625
gissi-hf,time-chf,f12_sartani,v18atii,0.625
gissi-hf,time-chf,f12_sartani,atii_at_v3,0.875
gissi-hf,time-chf,f12_sartani,atii_at_bl,0.875
gissi-hf,time-chf,f12_sartani,atiiadj12,0.625
gissi-hf,time-chf,f12_sartani,atiiadjbl,0.625
gissi-hf,time-chf,f12_sartani,atii_at_v18,0.875
gissi-hf,time-chf,f12_sartani,atii_at_v6,0.875
gissi-hf,time-chf,f12_sartani,v1atii,0.625
gissi-hf,time-chf,f12_sartani,atii_at_v1,0.875
gissi-hf,time-chf,f12_sartani,v6atii,0.625
gissi-hf,time-chf,f12_sartani,doseatiiv1,0.625
gissi-hf,time-chf,f12_sartani,atiiadj3,0.625
gissi-hf,time-chf,f12_sartani,atii_at_v12,0.875
gissi-hf,time-chf,f12_sartani,doseatiiv18,0.625
gissi-hf,time-chf,f12_sartani,doseatiibl,0.625
gissi-hf,time-chf,f12_sartani,doseatiiv6,0.625
gissi-hf,time-chf,f12_sartani,v12atii,0.625
gissi-hf,time-chf,edemperi,edema18,0.875
gissi-hf,time-chf,edemperi,edemahist18,0.625
gissi-hf,time-chf,edemperi,edema6,0.875
gissi-hf,time-chf,edemperi,edema1,0.875
gissi-hf,time-chf,edemperi,edemahist12,0.625
gissi-hf,time-chf,edemperi,edemahist3,0.625
gissi-hf,time-chf,edemperi,edema12,0.875
gissi-hf,time-chf,edemperi,edemahistory,0.75
gissi-hf,time-chf,edemperi,edema3,0.875
gissi-hf,time-chf,edemperi,edemahist6,0.625
gissi-hf,time-chf,edemperi,edemahist1,0.625
gissi-hf,time-chf,edemperi,edema,1.0
gissi-hf,time-chf,f10_alt,alt,0.7777777777777778
gissi-hf,time-chf,f11_fc,frequentie,0.6666666666666667
gissi-hf,time-chf,f11_fc,hf,0.6666666666666667
gissi-hf,time-chf,f11_fc,frequentie_12,0.6666666666666667
gissi-hf,time-chf,f11_fc,hf_12,0.6666666666666667
gissi-hf,time-chf,f11_fc,hf_18,0.6666666666666667
gissi-hf,time-chf,f11_fc,frequentie_18,0.6666666666666667
gissi-hf,time-chf,f12_ondeq,pathologischeqinv4v6_18,0.6875000000000001
gissi-hf,time-chf,f12_ondeq,pathologischeqinavli_12,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqiniiiiiavf_18,0.6875000000000001
gissi-hf,time-chf,f12_ondeq,pathologischeqinv4v6,0.6875000000000001
gissi-hf,time-chf,f12_ondeq,pathologischeqinv4v6_12,0.6875000000000001
gissi-hf,time-chf,f12_ondeq,pathologischeqinv2v3_12,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqinv2v3_18,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqiniiiiiavf_12,0.6875000000000001
gissi-hf,time-chf,f12_ondeq,pathologischeqinavli_18,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqinv2v3,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqinavli,0.7083333333333334
gissi-hf,time-chf,f12_ondeq,pathologischeqiniiiiiavf,0.6875000000000001
gissi-hf,time-chf,f14_creatin,creatinine,0.7777777777777778
gissi-hf,time-chf,f14_creatin,crea1,0.7777777777777778
gissi-hf,time-chf,f14_creatin,crea6,0.7777777777777778
gissi-hf,time-chf,f14_creatin,crea12,0.7777777777777778
gissi-hf,time-chf,f14_creatin,crea3,0.7777777777777778
gissi-hf,time-chf,f14_creatin,crea18,0.7777777777777778
gissi-hf,time-chf,f5_ast,ast,0.7777777777777778
gissi-hf,time-chf,f13_altace,ace_at_v3,0.625
gissi-hf,time-chf,f13_altace,doseacev12,0.625
gissi-hf,time-chf,f13_altace,ace_at_v12,0.625
gissi-hf,time-chf,f13_altace,ace_at_v6,0.625
gissi-hf,time-chf,f13_altace,blace,0.625
gissi-hf,time-chf,f13_altace,v3ace,0.625
gissi-hf,time-chf,f13_altace,aceadjbl,0.625
gissi-hf,time-chf,f13_altace,doseacev3,0.625
gissi-hf,time-chf,f13_altace,aceadj12,0.625
gissi-hf,time-chf,f13_altace,ace_at_bl,0.625
gissi-hf,time-chf,f13_altace,doseacebl,0.625
gissi-hf,time-chf,f13_altace,v1ace,0.625
gissi-hf,time-chf,f13_altace,ace_at_v1,0.625
gissi-hf,time-chf,f13_altace,v12ace,0.625
gissi-hf,time-chf,f13_altace,aceadj6,0.625
gissi-hf,time-chf,f13_altace,aceadj3,0.625
gissi-hf,time-chf,f13_altace,doseacev6,0.625
gissi-hf,time-chf,f13_altace,v6ace,0.625
gissi-hf,time-chf,f13_altace,aceadj1,0.625
gissi-hf,time-chf,f13_altace,doseacev18,0.625
gissi-hf,time-chf,f13_altace,doseacev1,0.625
gissi-hf,time-chf,f13_altace,v18ace,0.625
gissi-hf,time-chf,f13_altace,ace_at_v18,0.625
gissi-hf,time-chf,f9_dfurosem,v3furo,0.625
gissi-hf,time-chf,f9_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,v12furo,0.625
gissi-hf,time-chf,f9_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,v1furo,0.625
gissi-hf,time-chf,f9_dfurosem,blfuro,0.625
gissi-hf,time-chf,f9_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,v18furo,0.625
gissi-hf,time-chf,f9_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f9_dfurosem,v6furo,0.625
gissi-hf,time-chf,f14_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f14_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f14_dosaltbb,v1bb,0.625
gissi-hf,time-chf,f14_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f14_dosaltbb,bbadj1,0.625
gissi-hf,time-chf,f14_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f14_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f14_dosaltbb,dosebbv1,0.5555555555555556
gissi-hf,time-chf,f14_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f14_dosaltbb,blbb,0.625
gissi-hf,time-chf,f14_dosaltbb,v3bb,0.625
gissi-hf,time-chf,f14_dosaltbb,v18bb,0.625
gissi-hf,time-chf,f14_dosaltbb,bbadj3,0.625
gissi-hf,time-chf,f14_dosaltbb,dosebbv18,0.5555555555555556
gissi-hf,time-chf,f14_dosaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f14_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f14_dosaltbb,dosebbv3,0.5555555555555556
gissi-hf,time-chf,f14_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f14_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f14_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f14_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f14_dosaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f14_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,time-chf,f5_altace,ace_at_v3,0.625
gissi-hf,time-chf,f5_altace,doseacev12,0.625
gissi-hf,time-chf,f5_altace,ace_at_v12,0.625
gissi-hf,time-chf,f5_altace,ace_at_v6,0.75
gissi-hf,time-chf,f5_altace,blace,0.625
gissi-hf,time-chf,f5_altace,v3ace,0.625
gissi-hf,time-chf,f5_altace,aceadjbl,0.625
gissi-hf,time-chf,f5_altace,doseacev3,0.625
gissi-hf,time-chf,f5_altace,aceadj12,0.625
gissi-hf,time-chf,f5_altace,ace_at_bl,0.625
gissi-hf,time-chf,f5_altace,doseacebl,0.625
gissi-hf,time-chf,f5_altace,v1ace,0.625
gissi-hf,time-chf,f5_altace,ace_at_v1,0.625
gissi-hf,time-chf,f5_altace,v12ace,0.625
gissi-hf,time-chf,f5_altace,aceadj6,0.75
gissi-hf,time-chf,f5_altace,aceadj3,0.625
gissi-hf,time-chf,f5_altace,doseacev6,0.75
gissi-hf,time-chf,f5_altace,v6ace,0.75
gissi-hf,time-chf,f5_altace,aceadj1,0.625
gissi-hf,time-chf,f5_altace,doseacev18,0.625
gissi-hf,time-chf,f5_altace,doseacev1,0.625
gissi-hf,time-chf,f5_altace,v18ace,0.625
gissi-hf,time-chf,f5_altace,ace_at_v18,0.625
gissi-hf,time-chf,f10_ipervent,lvh,0.625
gissi-hf,time-chf,f10_ipervent,lvh_12,0.625
gissi-hf,time-chf,f10_ipervent,lvh_18,0.625
gissi-hf,time-chf,f5_uast,ast,0.5555555555555556
gissi-hf,time-chf,f3_dspirono,dosespirov1,1.0
gissi-hf,time-chf,f3_dspirono,dosespirov3,0.888888888888889
gissi-hf,time-chf,f3_dspirono,dosespirobl,0.888888888888889
gissi-hf,time-chf,f3_dspirono,spiroadjbl,0.625
gissi-hf,time-chf,f3_dspirono,spiroadj3,0.625
gissi-hf,time-chf,f3_dspirono,dosespirov18,0.888888888888889
gissi-hf,time-chf,f3_dspirono,spiroadj1,0.75
gissi-hf,time-chf,f3_dspirono,spiroadj6,0.625
gissi-hf,time-chf,f3_dspirono,spiroadj12,0.625
gissi-hf,time-chf,f3_dspirono,dosespirov6,0.888888888888889
gissi-hf,time-chf,f3_dspirono,dosespirov12,0.888888888888889
gissi-hf,time-chf,f4_alt,alt,0.7777777777777778
gissi-hf,time-chf,f3_desaltac,ace_at_v3,0.625
gissi-hf,time-chf,f3_desaltac,doseacev12,0.625
gissi-hf,time-chf,f3_desaltac,ace_at_v12,0.625
gissi-hf,time-chf,f3_desaltac,ace_at_v6,0.625
gissi-hf,time-chf,f3_desaltac,blace,0.75
gissi-hf,time-chf,f3_desaltac,v3ace,0.75
gissi-hf,time-chf,f3_desaltac,aceadjbl,0.625
gissi-hf,time-chf,f3_desaltac,doseacev3,0.625
gissi-hf,time-chf,f3_desaltac,aceadj12,0.625
gissi-hf,time-chf,f3_desaltac,ace_at_bl,0.625
gissi-hf,time-chf,f3_desaltac,doseacebl,0.625
gissi-hf,time-chf,f3_desaltac,v1ace,0.875
gissi-hf,time-chf,f3_desaltac,ace_at_v1,0.75
gissi-hf,time-chf,f3_desaltac,v12ace,0.75
gissi-hf,time-chf,f3_desaltac,aceadj6,0.625
gissi-hf,time-chf,f3_desaltac,aceadj3,0.625
gissi-hf,time-chf,f3_desaltac,doseacev6,0.625
gissi-hf,time-chf,f3_desaltac,v6ace,0.75
gissi-hf,time-chf,f3_desaltac,aceadj1,0.75
gissi-hf,time-chf,f3_desaltac,doseacev18,0.625
gissi-hf,time-chf,f3_desaltac,doseacev1,0.75
gissi-hf,time-chf,f3_desaltac,v18ace,0.75
gissi-hf,time-chf,f3_desaltac,ace_at_v18,0.625
gissi-hf,time-chf,f7_asa,aspirin_v12,0.875
gissi-hf,time-chf,f7_asa,aspirin_v3,0.875
gissi-hf,time-chf,f7_asa,aspirin_v6,0.875
gissi-hf,time-chf,f7_asa,aspirin_bl,0.875
gissi-hf,time-chf,f7_asa,aspirin_v18,1.0
gissi-hf,time-chf,f7_asa,aspirin_v1,0.875
gissi-hf,time-chf,anticoag,oak_v18,0.875
gissi-hf,time-chf,anticoag,oak_v6,0.875
gissi-hf,time-chf,anticoag,oak_v12,0.875
gissi-hf,time-chf,anticoag,oak_bl,1.0
gissi-hf,time-chf,anticoag,oak_v3,0.875
gissi-hf,time-chf,anticoag,oak_v1,0.875
gissi-hf,time-chf,f14_ualt,alt,0.5555555555555556
gissi-hf,time-chf,f14_altrobb,bb_at_v3,0.625
gissi-hf,time-chf,f14_altrobb,bbadjbl,0.625
gissi-hf,time-chf,f14_altrobb,v1bb,0.625
gissi-hf,time-chf,f14_altrobb,v6bb,0.625
gissi-hf,time-chf,f14_altrobb,bbadj1,0.625
gissi-hf,time-chf,f14_altrobb,bb_at_v12,0.625
gissi-hf,time-chf,f14_altrobb,bbadj12,0.625
gissi-hf,time-chf,f14_altrobb,dosebbv1,0.625
gissi-hf,time-chf,f14_altrobb,bb_at_bl,0.625
gissi-hf,time-chf,f14_altrobb,blbb,0.625
gissi-hf,time-chf,f14_altrobb,v3bb,0.625
gissi-hf,time-chf,f14_altrobb,v18bb,0.625
gissi-hf,time-chf,f14_altrobb,bbadj3,0.625
gissi-hf,time-chf,f14_altrobb,dosebbv18,0.625
gissi-hf,time-chf,f14_altrobb,bb_at_v18,0.625
gissi-hf,time-chf,f14_altrobb,dosebbbl,0.625
gissi-hf,time-chf,f14_altrobb,dosebbv3,0.625
gissi-hf,time-chf,f14_altrobb,bbadj6,0.625
gissi-hf,time-chf,f14_altrobb,dosebbv12,0.625
gissi-hf,time-chf,f14_altrobb,bb_at_v6,0.625
gissi-hf,time-chf,f14_altrobb,v12bb,0.625
gissi-hf,time-chf,f14_altrobb,bb_at_v1,0.625
gissi-hf,time-chf,f14_altrobb,dosebbv6,0.625
gissi-hf,time-chf,f14_antidepr,antidepress,0.875
gissi-hf,time-chf,f5_spirono,dosespirov1,0.625
gissi-hf,time-chf,f5_spirono,dosespirov3,0.625
gissi-hf,time-chf,f5_spirono,dosespirobl,0.625
gissi-hf,time-chf,f5_spirono,spiroadjbl,0.625
gissi-hf,time-chf,f5_spirono,spiroadj3,0.625
gissi-hf,time-chf,f5_spirono,dosespirov18,0.625
gissi-hf,time-chf,f5_spirono,spiroadj1,0.625
gissi-hf,time-chf,f5_spirono,spiroadj6,0.75
gissi-hf,time-chf,f5_spirono,spiroadj12,0.625
gissi-hf,time-chf,f5_spirono,dosespirov6,0.75
gissi-hf,time-chf,f5_spirono,dosespirov12,0.625
gissi-hf,time-chf,altdiu,diuadj12,0.625
gissi-hf,time-chf,altdiu,diuadj6,0.625
gissi-hf,time-chf,altdiu,diuadjbl,0.75
gissi-hf,time-chf,altdiu,diuadj3,0.625
gissi-hf,time-chf,altdiu,diuadj1,0.625
gissi-hf,time-chf,f7_latobb,bundeltakblok,0.625
gissi-hf,time-chf,f7_latobb,bundeltakblok_18,0.75
gissi-hf,time-chf,f7_latobb,bundeltakblok_12,0.625
gissi-hf,time-chf,mprebyp,datecabgmonth,0.75
gissi-hf,time-chf,mprebyp,cabg,0.75
gissi-hf,time-chf,mprebyp,datecabgyear,0.75
gissi-hf,time-chf,f8_edemperi,edema18,0.875
gissi-hf,time-chf,f8_edemperi,edemahist18,0.625
gissi-hf,time-chf,f8_edemperi,edema6,0.875
gissi-hf,time-chf,f8_edemperi,edema1,0.875
gissi-hf,time-chf,f8_edemperi,edemahist12,0.625
gissi-hf,time-chf,f8_edemperi,edemahist3,0.625
gissi-hf,time-chf,f8_edemperi,edema12,0.875
gissi-hf,time-chf,f8_edemperi,edemahistory,0.625
gissi-hf,time-chf,f8_edemperi,edema3,0.875
gissi-hf,time-chf,f8_edemperi,edemahist6,0.625
gissi-hf,time-chf,f8_edemperi,edemahist1,0.625
gissi-hf,time-chf,f8_edemperi,edema,0.875
gissi-hf,time-chf,f10_desaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f10_desaltbb,bbadjbl,0.625
gissi-hf,time-chf,f10_desaltbb,v1bb,0.75
gissi-hf,time-chf,f10_desaltbb,v6bb,0.75
gissi-hf,time-chf,f10_desaltbb,bbadj1,0.625
gissi-hf,time-chf,f10_desaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f10_desaltbb,bbadj12,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbv1,0.625
gissi-hf,time-chf,f10_desaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f10_desaltbb,blbb,0.75
gissi-hf,time-chf,f10_desaltbb,v3bb,0.75
gissi-hf,time-chf,f10_desaltbb,v18bb,0.75
gissi-hf,time-chf,f10_desaltbb,bbadj3,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbv18,0.625
gissi-hf,time-chf,f10_desaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbbl,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbv3,0.625
gissi-hf,time-chf,f10_desaltbb,bbadj6,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbv12,0.625
gissi-hf,time-chf,f10_desaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f10_desaltbb,v12bb,0.75
gissi-hf,time-chf,f10_desaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f10_desaltbb,dosebbv6,0.625
gissi-hf,time-chf,f99_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f99_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f99_dosaltbb,v1bb,0.625
gissi-hf,time-chf,f99_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f99_dosaltbb,bbadj1,0.625
gissi-hf,time-chf,f99_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f99_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f99_dosaltbb,dosebbv1,0.5555555555555556
gissi-hf,time-chf,f99_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f99_dosaltbb,blbb,0.625
gissi-hf,time-chf,f99_dosaltbb,v3bb,0.625
gissi-hf,time-chf,f99_dosaltbb,v18bb,0.625
gissi-hf,time-chf,f99_dosaltbb,bbadj3,0.625
gissi-hf,time-chf,f99_dosaltbb,dosebbv18,0.5555555555555556
gissi-hf,time-chf,f99_dosaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f99_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f99_dosaltbb,dosebbv3,0.5555555555555556
gissi-hf,time-chf,f99_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f99_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f99_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f99_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f99_dosaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f99_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,time-chf,f3_spirono,dosespirov1,0.75
gissi-hf,time-chf,f3_spirono,dosespirov3,0.625
gissi-hf,time-chf,f3_spirono,dosespirobl,0.625
gissi-hf,time-chf,f3_spirono,spiroadjbl,0.625
gissi-hf,time-chf,f3_spirono,spiroadj3,0.625
gissi-hf,time-chf,f3_spirono,dosespirov18,0.625
gissi-hf,time-chf,f3_spirono,spiroadj1,0.75
gissi-hf,time-chf,f3_spirono,spiroadj6,0.625
gissi-hf,time-chf,f3_spirono,spiroadj12,0.625
gissi-hf,time-chf,f3_spirono,dosespirov6,0.625
gissi-hf,time-chf,f3_spirono,dosespirov12,0.625
gissi-hf,time-chf,f12_nyha,nyha18_class,0.875
gissi-hf,time-chf,f12_nyha,nyha3_class,0.875
gissi-hf,time-chf,f12_nyha,nyha1_class,0.875
gissi-hf,time-chf,f12_nyha,nyha_class,0.875
gissi-hf,time-chf,f12_nyha,nyha6_class,0.875
gissi-hf,time-chf,f12_nyha,nyha12_class,0.875
gissi-hf,time-chf,f4_dosaltbb,bb_at_v3,0.75
gissi-hf,time-chf,f4_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f4_dosaltbb,v1bb,0.625
gissi-hf,time-chf,f4_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f4_dosaltbb,bbadj1,0.625
gissi-hf,time-chf,f4_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f4_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f4_dosaltbb,dosebbv1,0.5555555555555556
gissi-hf,time-chf,f4_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f4_dosaltbb,blbb,0.625
gissi-hf,time-chf,f4_dosaltbb,v3bb,0.75
gissi-hf,time-chf,f4_dosaltbb,v18bb,0.625
gissi-hf,time-chf,f4_dosaltbb,bbadj3,0.75
gissi-hf,time-chf,f4_dosaltbb,dosebbv18,0.5555555555555556
gissi-hf,time-chf,f4_dosaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f4_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f4_dosaltbb,dosebbv3,0.6666666666666667
gissi-hf,time-chf,f4_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f4_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f4_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f4_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f4_dosaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f4_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,time-chf,f4_altdiu,diuadj12,0.625
gissi-hf,time-chf,f4_altdiu,diuadj6,0.625
gissi-hf,time-chf,f4_altdiu,diuadjbl,0.625
gissi-hf,time-chf,f4_altdiu,diuadj3,0.75
gissi-hf,time-chf,f4_altdiu,diuadj1,0.625
gissi-hf,time-chf,f6_latobb,bundeltakblok,0.625
gissi-hf,time-chf,f6_latobb,bundeltakblok_18,0.625
gissi-hf,time-chf,f6_latobb,bundeltakblok_12,0.75
gissi-hf,time-chf,peso6m,weight,1.0
gissi-hf,time-chf,peso6m,weight6,0.888888888888889
gissi-hf,time-chf,peso6m,weight18,0.888888888888889
gissi-hf,time-chf,peso6m,weight3,0.888888888888889
gissi-hf,time-chf,peso6m,weight1,0.888888888888889
gissi-hf,time-chf,peso6m,weight12,0.888888888888889
gissi-hf,time-chf,f14_fcecg,frequentie,0.888888888888889
gissi-hf,time-chf,f14_fcecg,hf,0.6666666666666667
gissi-hf,time-chf,f14_fcecg,frequentie_12,0.888888888888889
gissi-hf,time-chf,f14_fcecg,hf_12,0.6666666666666667
gissi-hf,time-chf,f14_fcecg,hf_18,0.6666666666666667
gissi-hf,time-chf,f14_fcecg,frequentie_18,0.888888888888889
gissi-hf,time-chf,f7_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f7_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f7_dosaltbb,v1bb,0.625
gissi-hf,time-chf,f7_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f7_dosaltbb,bbadj1,0.625
gissi-hf,time-chf,f7_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f7_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f7_dosaltbb,dosebbv1,0.5555555555555556
gissi-hf,time-chf,f7_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f7_dosaltbb,blbb,0.625
gissi-hf,time-chf,f7_dosaltbb,v3bb,0.625
gissi-hf,time-chf,f7_dosaltbb,v18bb,0.75
gissi-hf,time-chf,f7_dosaltbb,bbadj3,0.625
gissi-hf,time-chf,f7_dosaltbb,dosebbv18,0.6666666666666667
gissi-hf,time-chf,f7_dosaltbb,bb_at_v18,0.75
gissi-hf,time-chf,f7_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f7_dosaltbb,dosebbv3,0.5555555555555556
gissi-hf,time-chf,f7_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f7_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f7_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f7_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f7_dosaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f7_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,time-chf,f8_anticoag,oak_v18,0.875
gissi-hf,time-chf,f8_anticoag,oak_v6,0.875
gissi-hf,time-chf,f8_anticoag,oak_v12,0.875
gissi-hf,time-chf,f8_anticoag,oak_bl,0.875
gissi-hf,time-chf,f8_anticoag,oak_v3,0.875
gissi-hf,time-chf,f8_anticoag,oak_v1,0.875
gissi-hf,time-chf,f14_urice,uric_acid_bl,0.888888888888889
gissi-hf,time-chf,f14_urice,uric_acid_v1,0.888888888888889
gissi-hf,time-chf,f14_urice,uric_acid_v6,0.888888888888889
gissi-hf,time-chf,f14_urice,uric_acid_v18,0.888888888888889
gissi-hf,time-chf,f14_urice,uric_acid_v12,0.888888888888889
gissi-hf,time-chf,f14_urice,uric_acid_v3,0.888888888888889
gissi-hf,time-chf,f6_desaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f6_desaltbb,bbadjbl,0.625
gissi-hf,time-chf,f6_desaltbb,v1bb,0.75
gissi-hf,time-chf,f6_desaltbb,v6bb,0.75
gissi-hf,time-chf,f6_desaltbb,bbadj1,0.625
gissi-hf,time-chf,f6_desaltbb,bb_at_v12,0.75
gissi-hf,time-chf,f6_desaltbb,bbadj12,0.75
gissi-hf,time-chf,f6_desaltbb,dosebbv1,0.625
gissi-hf,time-chf,f6_desaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f6_desaltbb,blbb,0.75
gissi-hf,time-chf,f6_desaltbb,v3bb,0.75
gissi-hf,time-chf,f6_desaltbb,v18bb,0.75
gissi-hf,time-chf,f6_desaltbb,bbadj3,0.625
gissi-hf,time-chf,f6_desaltbb,dosebbv18,0.625
gissi-hf,time-chf,f6_desaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f6_desaltbb,dosebbbl,0.625
gissi-hf,time-chf,f6_desaltbb,dosebbv3,0.625
gissi-hf,time-chf,f6_desaltbb,bbadj6,0.625
gissi-hf,time-chf,f6_desaltbb,dosebbv12,0.75
gissi-hf,time-chf,f6_desaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f6_desaltbb,v12bb,0.875
