source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
statin01,statine,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
statin01,statines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
statin01,dagdosisstatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
statin01,doseringstatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
statin_dose_bl,dosisstatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,float,"For harmonization, no transformation required."
statin_dose_bl,dosisfrequentiestatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,int,"For harmonization, no transformation required."
statin_dose_bl,statine,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
statin_dose_bl,statines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
statin_dose_bl,dagdosisstatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,milligram,int,"For harmonization, no transformation required."
statin_dose_bl,doseringstatines,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,hmg-coa reductase inhibitor,drug_exposure,exact match,baseline time,baseline time,continuous_variable,milligram,int,qualitative_variable,milligram,str,Transformation rule not defined
egfr_cg_bl,nierfalen_egfr,37169169,37169169,snomed:1556501000000100,estimated creatinine clearance calculated using actual body weight cockcroft-gault formula,snomed:1556501000000100,estimated creatinine clearance calculated using actual body weight cockcroft-gault formula,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter per minute per 1.73 square meter,float,binary_class_variable,,str,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
egfr_cg_bl,egfr,37169169,37169169,snomed:1556501000000100,estimated creatinine clearance calculated using actual body weight cockcroft-gault formula,snomed:1556501000000100,estimated creatinine clearance calculated using actual body weight cockcroft-gault formula,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter per minute per 1.73 square meter,float,continuous_variable,milliliter per minute per 1.73 square meter,float,"For harmonization, no transformation required."
gender,geslacht,46235213,46235213,loinc:76689-9,sex assigned at birth,loinc:76689-9,sex assigned at birth,person,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
egfr_cg_6,nierfalen_egfr,37169169,37169169,snomed:1556501000000100,Estimated creatinine clearance calculated using actual body weight Cockcroft-Gault formula,snomed:1556501000000100,Estimated creatinine clearance calculated using actual body weight Cockcroft-Gault formula,,exact match,baseline time,baseline time,continuous_variable,milliliter per minute per 1.73 square meter,float,binary_class_variable,,str,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
afib_bl,afyn,313217,313217,snomed:49436004,atrial fibrillation,snomed:49436004,atrial fibrillation,measurement|condition_occurrence,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
afib_bl,oorzaakhf_boezemfibrillerenflutter,313217,313217,snomed:49436004,atrial fibrillation,snomed:49436004,atrial fibrillation,measurement|condition_occurrence,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
afib_bl,ritme_af,313217,313217,snomed:49436004,atrial fibrillation,snomed:49436004,atrial fibrillation,measurement|condition_occurrence,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
causeofheartfailure,oorzaakhf_overig,316139,316139,snomed:84114007,heart failure,snomed:84114007,heart failure,observation|condition_occurrence,cross domain exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
hf_hosp,events_op,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,emergency hospital admission for heart failure,condition_occurrence|observation,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
nyha_class,nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,observation|measurement,cross domain exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
valvularyear,oorzaakhf_kleplijden,4281749,4281749,snomed:368009,heart valve disorder,snomed:368009,heart valve disorder,condition_era|condition_occurrence,cross domain exact match,baseline time,baseline time,qualitative_variable,year,datetime,binary_class_variable,,str,"This variable pair involves a qualitative variable (string/text-based) and a categorical variable (binary or multi-class). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
datemimonth,oorzaakhf_ischemischinfarct,4329847,4329847,snomed:22298006,myocardial infarction,snomed:22298006,myocardial infarction,condition_era|condition_occurrence,cross domain exact match,baseline time,baseline time,qualitative_variable,millimeter,datetime,binary_class_variable,,str,"This variable pair involves a qualitative variable (string/text-based) and a categorical variable (binary or multi-class). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
datemiyear,oorzaakhf_ischemischinfarct,4329847,4329847,snomed:22298006,myocardial infarction,snomed:22298006,myocardial infarction,condition_era|condition_occurrence,cross domain exact match,baseline time,baseline time,qualitative_variable,year,datetime,binary_class_variable,,str,"This variable pair involves a qualitative variable (string/text-based) and a categorical variable (binary or multi-class). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
nierenerkrankungen,comorbiditeit_nierfalen,198124,192359,snomed:90708001,kidney disease,snomed:42399005,renal failure syndrome,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroadjbl,doseringmra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
spiroadjbl,mraoptimaal,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroadjbl,dosismra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,mra_contra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadjbl,mra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroadjbl,mra01,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadjbl,mradose,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,percent,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,mrayn,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadjbl,dagdosismra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,dosisfrequentiemra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,doseringmra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,qualitative_variable,milligram,str,Transformation rule not defined
dosespirobl,mraoptimaal,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,dosismra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,float,"For harmonization, no transformation required."
dosespirobl,mra_contra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,mra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,mra01,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,mradose,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,percent,float,"Unit conversion required (e.g., mg to %)"
dosespirobl,mrayn,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,dagdosismra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,float,"For harmonization, no transformation required."
dosespirobl,dosisfrequentiemra,970250,21601533,rxnorm:9997,spironolactone,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,int,"For harmonization, no transformation required."
spiroadjbl,dosisfrequentiediuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroadjbl,dosisdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,doseringdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
spiroadjbl,dagdosisdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,furosemide_equivalent,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroadjbl,diuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroadjbl,diureticumyn,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
dosespirobl,dosisfrequentiediuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,dosisdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,float,"For harmonization, no transformation required."
dosespirobl,doseringdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,qualitative_variable,milligram,str,Transformation rule not defined
dosespirobl,dagdosisdiuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,int,"For harmonization, no transformation required."
dosespirobl,furosemide_equivalent,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,milligram,int,"For harmonization, no transformation required."
dosespirobl,diuretica,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosespirobl,diureticumyn,970250,21601461,rxnorm:9997,spironolactone,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
diuadjbl,doseringmra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
diuadjbl,mraoptimaal,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
diuadjbl,dosismra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
diuadjbl,mra_contra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadjbl,mra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
diuadjbl,mra01,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadjbl,mradose,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,percent,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
diuadjbl,mrayn,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadjbl,dagdosismra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
diuadjbl,dosisfrequentiemra,21601461,21601533,atc:c03,diuretics,atc:c03da,aldosterone antagonists,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
diabetes,comorbiditeit_dm2,201820,201826,snomed:73211009,diabetes mellitus,snomed:44054006,type 2 diabetes mellitus,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
diabetes,comorbiditeit_dm1,201820,201254,snomed:73211009,diabetes mellitus,snomed:46635009,type 1 diabetes mellitus,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
kidney_disease,comorbiditeit_nierfalen,46271022,192359,snomed:709044004,chronic kidney disease,snomed:42399005,renal failure syndrome,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ant_mi,oorzaakhfischemisch,4329847,4185932,snomed:22298006,myocardial infarction,snomed:414545008,ischemic heart disease,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
hist_mi,oorzaakhfischemisch,4329847,4185932,snomed:22298006,myocardial infarction,snomed:414545008,ischemic heart disease,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
other_mi,oorzaakhfischemisch,4329847,4185932,snomed:22298006,myocardial infarction,snomed:414545008,ischemic heart disease,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
loop_dose_bl,dosisfrequentiediuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
loop_dose_bl,dosisdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,float,"For harmonization, no transformation required."
loop_dose_bl,doseringdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,qualitative_variable,milligram,str,Transformation rule not defined
loop_dose_bl,dagdosisdiuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,int,"For harmonization, no transformation required."
loop_dose_bl,furosemide_equivalent,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,milligram,int,"For harmonization, no transformation required."
loop_dose_bl,diuretica,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
