source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
dosefurobl,bm_diur,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosefurobl,hm_diuw,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,dm_diu2d2,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_diu2d1,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_diu2d4,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_diur,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosefurobl,gm_diud3,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_diuw,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_diud2,956874.0,21601516.0,rxnorm:4603,furosemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
blfuro,bm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,bm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
blfuro,dm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,no; yes,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""no; yes""}"
blfuro,em_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,fm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,em_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,bm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,fm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,bm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,hm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,em_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
blfuro,fm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,em_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,em_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,dm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,bm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,hm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,dm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,fm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,bm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,im_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
blfuro,hm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,no; yes,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""no; yes""}"
blfuro,hm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
blfuro,fm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
blfuro,dm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,fm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,hm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,dm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,gm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,hm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,em_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
blfuro,dm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
dosefurobl,bm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,bm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosefurobl,dm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosefurobl,em_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,bm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,bm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,hm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosefurobl,fm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,em_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,dm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,gm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,bm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,hm_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,dm_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiud1,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,gm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,fm_adiuw,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,bm_adiud3,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiud4,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,im_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosefurobl,hm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosefurobl,gm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosefurobl,hm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosefurobl,fm_adiu,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosefurobl,dm_adiud2,956874.0,21601461.0,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
